Category,Price,Rating,Stock,Discount
Unknown,186.0,4.187301300227221,Unknown,24.0
Unknown,187.0,1.748495445902603,Out of Stock,36.0
Unknown,190.0,3.0382925191086185,In Stock,0.0
Unknown,193.0,3.484824616590424,Out of Stock,27.0
Unknown,193.0,3.0382925191086185,In Stock,39.0
Unknown,205.0,3.0382925191086185,Out of Stock,24.0
Unknown,206.0,3.0382925191086185,Out of Stock,24.0
A,212.0,3.0382925191086185,Out of Stock,37.0
Unknown,213.0,1.3093390809044458,In Stock,30.0
Unknown,218.0,3.0382925191086185,Unknown,25.0
Unknown,219.0,3.346222321017182,Unknown,25.0
D,220.0,3.0382925191086185,Unknown,33.0
A,223.0,3.0382925191086185,In Stock,23.0
Unknown,225.0,3.0382925191086185,Out of Stock,39.0
Unknown,229.0,3.0382925191086185,Unknown,3.0
Unknown,231.0,1.4444003053710293,In Stock,38.0
Unknown,232.0,3.0382925191086185,In Stock,28.0
C,233.0,3.0382925191086185,Unknown,28.0
Unknown,233.0,2.64773583154752,In Stock,7.0
A,234.0,3.9572129827064617,In Stock,24.0
C,238.0,3.0382925191086185,Out of Stock,9.0
Unknown,243.0,2.1757838751456924,In Stock,6.0
A,244.0,2.2639855950777465,In Stock,4.0
Unknown,246.0,1.3615630900811433,Out of Stock,45.0
Unknown,247.0,3.5691108343334217,Unknown,26.0
B,247.0,3.751445773882014,Unknown,10.0
Unknown,247.0,3.0382925191086185,In Stock,24.516624685138538
D,248.0,3.0382925191086185,Unknown,4.0
Unknown,249.0,3.090414207762457,In Stock,26.0
C,249.0,2.0809167459930693,Unknown,15.0
Unknown,250.0,1.4368825660019104,In Stock,30.0
Unknown,251.0,1.0331563051446873,Out of Stock,44.0
Unknown,251.0,3.0382925191086185,Unknown,21.0
D,251.0,3.0382925191086185,In Stock,3.0
D,254.0,4.134695614000115,In Stock,24.516624685138538
D,255.0,3.1495754147196213,In Stock,33.0
Unknown,262.0,3.0382925191086185,In Stock,36.0
D,263.0,3.0382925191086185,Out of Stock,19.0
Unknown,263.0,4.652271734414185,Out of Stock,24.516624685138538
D,266.0,3.0382925191086185,In Stock,30.0
Unknown,269.0,3.0382925191086185,Out of Stock,49.0
Unknown,270.0,4.585342503945959,Unknown,16.0
C,271.0,1.387043101786956,Unknown,15.0
Unknown,273.0,3.0382925191086185,In Stock,5.0
C,273.0,1.4180834593687035,Unknown,4.0
Unknown,276.0,3.447754406015238,Unknown,3.0
Unknown,279.0,4.861383483579063,Out of Stock,16.0
Unknown,279.0,2.070655577978851,In Stock,3.0
Unknown,280.0,2.0343441996878457,Out of Stock,0.0
D,282.0,3.0382925191086185,Unknown,23.0
Unknown,284.0,4.852188045919742,In Stock,33.0
Unknown,284.0,3.0382925191086185,Unknown,7.0
A,286.0,3.0382925191086185,In Stock,22.0
B,288.0,2.001250539770596,In Stock,11.0
B,289.0,3.0382925191086185,Unknown,31.0
Unknown,290.0,3.0382925191086185,In Stock,20.0
Unknown,291.0,3.961543721430368,Unknown,39.0
Unknown,294.0,3.0382925191086185,In Stock,38.0
Unknown,296.0,3.0382925191086185,In Stock,11.0
Unknown,297.0,3.0382925191086185,Out of Stock,3.0
A,302.0,3.0382925191086185,In Stock,30.0
Unknown,303.0,3.0382925191086185,Unknown,22.0
Unknown,307.0,3.0382925191086185,Unknown,46.0
Unknown,311.0,3.0382925191086185,Unknown,18.0
Unknown,312.0,1.5370201492971782,Unknown,39.0
Unknown,317.0,3.0382925191086185,Out of Stock,27.0
D,323.0,4.157982202910244,Unknown,0.0
Unknown,324.0,3.047374213366698,In Stock,38.0
Unknown,328.0,3.0382925191086185,Out of Stock,41.0
Unknown,329.0,4.5464686714966085,In Stock,48.0
D,336.0,2.7361140845927165,In Stock,40.0
Unknown,337.0,3.0382925191086185,Unknown,46.0
Unknown,339.0,4.864308421227856,Unknown,22.0
Unknown,339.0,3.3881994544507443,Unknown,24.516624685138538
Unknown,340.0,3.0382925191086185,Out of Stock,27.0
Unknown,340.0,4.88631078743493,Out of Stock,27.0
D,341.0,1.8995081191227787,Unknown,49.0
Unknown,341.0,2.752335863420391,Unknown,21.0
Unknown,347.0,3.0382925191086185,Unknown,41.0
C,347.0,3.0382925191086185,Out of Stock,0.0
Unknown,354.0,2.627155679606655,Unknown,36.0
D,357.0,3.0382925191086185,Out of Stock,32.0
Unknown,357.0,1.4769274484803503,In Stock,21.0
C,358.0,1.5347182176201573,Unknown,5.0
Unknown,360.0,4.525248011022104,In Stock,46.0
C,364.0,3.0382925191086185,In Stock,5.0
Unknown,367.0,4.611745323715669,Unknown,38.0
Unknown,370.0,3.6523150484339615,In Stock,19.0
B,373.0,2.255441320160187,In Stock,0.0
Unknown,377.0,3.0382925191086185,In Stock,27.0
Unknown,381.0,3.0382925191086185,Out of Stock,21.0
Unknown,381.0,3.0932853971576586,In Stock,17.0
Unknown,387.0,3.63432167308444,Unknown,17.0
D,390.0,2.527515738542302,Unknown,6.0
B,395.0,3.0382925191086185,In Stock,40.0
B,395.0,3.0382925191086185,In Stock,24.0
Unknown,398.0,2.1283051086160096,Out of Stock,20.0
Unknown,399.0,1.4886483544988405,Unknown,23.0
Unknown,399.0,3.0382925191086185,In Stock,18.0
A,401.0,3.0382925191086185,In Stock,17.0
Unknown,403.0,4.828010403935677,Unknown,20.0
Unknown,403.0,3.8378076302650728,Unknown,41.0
Unknown,404.0,3.0382925191086185,In Stock,32.0
D,407.0,2.7742698776847985,In Stock,44.0
Unknown,409.0,3.0382925191086185,Out of Stock,16.0
Unknown,412.0,3.0382925191086185,Out of Stock,4.0
Unknown,412.0,3.760118968243407,Out of Stock,21.0
Unknown,413.0,3.875076251037159,Out of Stock,24.0
Unknown,416.0,3.0382925191086185,Unknown,5.0
A,420.0,2.6638460181672,Unknown,1.0
Unknown,421.0,2.204065103230588,Unknown,6.0
Unknown,423.0,2.1078381855077444,Unknown,7.0
Unknown,428.0,3.635928209685469,In Stock,12.0
Unknown,430.0,1.9351377314426248,In Stock,24.516624685138538
D,434.0,3.0382925191086185,Out of Stock,6.0
Unknown,438.0,3.0382925191086185,In Stock,21.0
C,439.0,2.364554354883883,In Stock,0.0
D,440.0,1.003436632335775,Out of Stock,10.0
Unknown,442.0,4.0354094772025295,Unknown,4.0
Unknown,445.0,3.744517987354808,Out of Stock,13.0
D,446.0,2.8140453322401124,Out of Stock,17.0
Unknown,451.0,1.6232199939260863,In Stock,32.0
D,454.0,2.6905264080381817,Out of Stock,32.0
D,454.0,3.0382925191086185,Out of Stock,32.0
Unknown,455.0,3.796300757596207,Unknown,21.0
A,456.0,1.1065448356185934,Out of Stock,35.0
Unknown,458.0,2.957183551735889,Out of Stock,15.0
Unknown,462.0,1.3310086983050229,In Stock,29.0
Unknown,463.0,4.626187280896929,Unknown,3.0
Unknown,470.0,4.143327281459088,Out of Stock,3.0
Unknown,472.0,2.4540425110069464,Out of Stock,24.516624685138538
Unknown,474.0,3.0382925191086185,Unknown,3.0
C,475.0,3.0382925191086185,Unknown,20.0
Unknown,478.0,1.411946367884406,In Stock,42.0
Unknown,480.0,2.895213764660772,In Stock,21.0
Unknown,480.0,3.0382925191086185,Out of Stock,24.516624685138538
Unknown,483.0,4.946046913380037,In Stock,32.0
Unknown,483.0,3.0382925191086185,Out of Stock,12.0
Unknown,498.0,4.257966268010163,In Stock,35.0
Unknown,499.0,2.669893188515572,In Stock,25.0
Unknown,500.0,3.0382925191086185,Out of Stock,27.0
C,500.0,3.0382925191086185,In Stock,43.0
Unknown,501.0,3.0382925191086185,Out of Stock,27.0
Unknown,505.0,3.0382925191086185,Out of Stock,30.0
C,513.0,1.5513087860156212,Unknown,18.0
C,517.0,1.2729833613397132,In Stock,24.516624685138538
Unknown,520.0,2.0808936815506995,In Stock,6.0
D,521.0,1.109541284390204,Out of Stock,30.0
Unknown,523.0,3.7915414913090606,Out of Stock,15.0
Unknown,528.0,3.0382925191086185,In Stock,17.0
Unknown,531.0,3.0382925191086185,In Stock,6.0
Unknown,531.0,3.763509325473399,In Stock,5.0
Unknown,533.0,3.0382925191086185,Unknown,24.516624685138538
Unknown,535.0,3.0382925191086185,Unknown,9.0
Unknown,539.0,3.0382925191086185,Out of Stock,16.0
Unknown,540.0,1.149366315460017,In Stock,5.0
Unknown,545.0,3.228205938957552,In Stock,24.516624685138538
D,547.0,1.4760992404140794,In Stock,15.0
Unknown,548.0,3.0382925191086185,In Stock,0.0
Unknown,549.0,4.503815579135267,In Stock,19.0
A,550.0,1.799935831325174,In Stock,33.0
Unknown,551.0,3.0382925191086185,Unknown,24.516624685138538
A,552.0,4.363436910080518,Unknown,47.0
D,552.0,3.7036768239579296,Unknown,14.0
Unknown,558.0,3.0382925191086185,Unknown,23.0
Unknown,561.0,1.215438912270857,In Stock,24.516624685138538
Unknown,562.0,1.6441076247423672,Unknown,3.0
Unknown,563.0,3.0382925191086185,Unknown,9.0
Unknown,564.0,3.0382925191086185,Unknown,49.0
D,565.0,1.614622862575568,Unknown,49.0
D,568.0,4.482026662167312,Unknown,3.0
Unknown,571.0,3.030143277607736,Unknown,37.0
A,572.0,3.0382925191086185,Out of Stock,24.516624685138538
A,573.0,3.0382925191086185,In Stock,23.0
Unknown,575.0,3.180869426375592,In Stock,40.0
Unknown,577.0,3.0382925191086185,Unknown,20.0
Unknown,578.0,3.688162019635981,Out of Stock,36.0
C,579.0,3.0382925191086185,In Stock,5.0
A,580.0,3.0382925191086185,Unknown,17.0
Unknown,580.0,3.0382925191086185,In Stock,38.0
Unknown,580.0,1.4907350786525972,In Stock,38.0
Unknown,582.0,4.429273939654675,Out of Stock,34.0
Unknown,582.0,3.0382925191086185,Out of Stock,44.0
D,583.0,3.0382925191086185,In Stock,18.0
C,583.0,4.870282660437777,Unknown,39.0
Unknown,587.0,3.0382925191086185,Unknown,15.0
Unknown,588.0,4.296048742939903,Out of Stock,36.0
Unknown,594.0,4.612715087277782,In Stock,41.0
Unknown,597.0,3.792008442475743,In Stock,47.0
A,597.0,3.0382925191086185,In Stock,37.0
A,597.0,3.0382925191086185,Out of Stock,40.0
Unknown,604.0,3.0382925191086185,Out of Stock,22.0
Unknown,608.0,3.8925603442319625,In Stock,24.516624685138538
Unknown,614.0,3.0382925191086185,Out of Stock,13.0
Unknown,614.0,3.4127148718200613,Unknown,28.0
Unknown,615.0,3.0382925191086185,Out of Stock,2.0
Unknown,620.0,3.0382925191086185,Out of Stock,33.0
Unknown,623.0,1.8897371956590168,Out of Stock,12.0
C,624.0,1.1772988848547423,Out of Stock,40.0
Unknown,627.0,3.0382925191086185,Unknown,24.516624685138538
Unknown,627.0,1.794255370739834,Out of Stock,36.0
Unknown,628.0,3.2980958234749784,In Stock,28.0
Unknown,628.0,3.0382925191086185,Out of Stock,24.0
Unknown,628.0,4.216726918340841,Out of Stock,36.0
D,629.0,3.0382925191086185,Unknown,2.0
Unknown,632.0,2.242138509535392,Unknown,12.0
Unknown,632.0,3.0382925191086185,Unknown,20.0
A,640.0,3.0382925191086185,Unknown,26.0
D,642.0,1.5983454005426196,Out of Stock,28.0
D,644.0,3.0382925191086185,Out of Stock,47.0
D,645.0,2.454962136254689,Unknown,42.0
Unknown,649.0,4.435194415432115,In Stock,24.516624685138538
B,653.0,1.9007010249149936,Out of Stock,6.0
Unknown,654.0,3.0382925191086185,Unknown,14.0
Unknown,660.0,3.734228283483047,Unknown,24.516624685138538
Unknown,663.0,3.084386434089388,Out of Stock,5.0
Unknown,665.0,3.0382925191086185,Unknown,22.0
C,667.0,3.668340748490816,In Stock,41.0
C,667.0,3.0382925191086185,In Stock,37.0
Unknown,669.0,3.801938051558787,In Stock,16.0
Unknown,669.0,1.902966551424214,Out of Stock,28.0
Unknown,680.0,3.0382925191086185,In Stock,18.0
Unknown,684.0,2.334876059440285,Out of Stock,24.516624685138538
Unknown,685.0,3.0382925191086185,Out of Stock,24.0
Unknown,687.0,1.7881303191254316,In Stock,25.0
A,688.0,3.0382925191086185,In Stock,3.0
Unknown,698.0,3.0382925191086185,Out of Stock,8.0
C,698.0,1.0003662024741131,In Stock,39.0
Unknown,699.0,4.375838109543215,In Stock,9.0
B,702.0,2.2388522777506017,In Stock,45.0
Unknown,703.0,1.3294513702033006,Out of Stock,4.0
Unknown,704.0,3.0382925191086185,In Stock,47.0
Unknown,716.0,4.568742635024035,In Stock,17.0
Unknown,716.0,3.0382925191086185,Unknown,27.0
Unknown,716.0,3.0382925191086185,Unknown,33.0
Unknown,719.0,4.589478139821139,In Stock,5.0
Unknown,719.0,3.0382925191086185,Out of Stock,24.0
C,721.0,3.0382925191086185,Unknown,24.516624685138538
B,722.0,3.0382925191086185,Unknown,19.0
D,731.0,3.0382925191086185,In Stock,16.0
Unknown,734.0,3.0382925191086185,Unknown,10.0
C,736.0,3.0382925191086185,In Stock,12.0
Unknown,740.0,3.0382925191086185,Unknown,49.0
Unknown,743.0,3.2666453009250938,In Stock,24.516624685138538
Unknown,744.0,3.0382925191086185,In Stock,26.0
A,747.0,3.0382925191086185,Unknown,1.0
C,750.0,3.0382925191086185,Out of Stock,33.0
Unknown,752.0,3.0382925191086185,In Stock,31.0
Unknown,758.0,1.24949775543227,In Stock,28.0
D,758.0,2.2109742124352594,Unknown,46.0
Unknown,759.0,1.0502541680411093,In Stock,5.0
D,761.0,3.4385555674438284,Unknown,40.0
C,766.0,3.45755283587473,Unknown,19.0
Unknown,769.0,3.0382925191086185,In Stock,35.0
Unknown,772.0,3.0382925191086185,Out of Stock,43.0
Unknown,772.0,3.200412441030147,Out of Stock,13.0
Unknown,774.0,3.0382925191086185,Out of Stock,11.0
Unknown,778.0,2.182400374460673,In Stock,45.0
Unknown,781.0,3.9933350650194974,In Stock,14.0
A,782.0,1.021706192567787,In Stock,24.516624685138538
Unknown,784.0,3.0382925191086185,In Stock,42.0
A,786.0,4.453296498183544,Out of Stock,3.0
Unknown,787.0,3.129012543995571,Out of Stock,24.516624685138538
D,789.0,3.0382925191086185,Out of Stock,35.0
Unknown,790.0,4.674096132099043,Unknown,24.516624685138538
D,795.0,3.0382925191086185,Out of Stock,8.0
Unknown,796.0,3.0382925191086185,Unknown,18.0
Unknown,800.0,2.041203499213701,Out of Stock,26.0
A,801.0,1.4582407340086965,Unknown,36.0
Unknown,803.0,3.0382925191086185,Unknown,1.0
Unknown,805.0,3.0382925191086185,Out of Stock,29.0
Unknown,806.0,4.170806833653488,Unknown,8.0
Unknown,807.0,3.0382925191086185,Unknown,13.0
C,808.0,3.0382925191086185,In Stock,9.0
Unknown,810.0,3.254853508336873,Unknown,45.0
Unknown,816.0,3.809783415698837,Out of Stock,2.0
Unknown,823.0,1.0943129812326209,In Stock,44.0
Unknown,823.0,3.308216384905766,In Stock,24.516624685138538
Unknown,824.0,1.068409356968436,In Stock,4.0
Unknown,825.0,3.0382925191086185,In Stock,14.0
D,828.0,2.153464497259371,Out of Stock,8.0
C,829.0,3.0382925191086185,In Stock,42.0
Unknown,834.0,4.433580489430772,Out of Stock,42.0
B,843.0,2.752754219152913,Out of Stock,48.0
A,844.0,4.86253978510935,In Stock,39.0
Unknown,849.0,3.0382925191086185,In Stock,4.0
B,854.0,3.0382925191086185,Out of Stock,24.0
B,855.0,2.8235123602780026,Unknown,24.516624685138538
Unknown,855.0,3.0382925191086185,Out of Stock,7.0
C,857.0,3.0382925191086185,Out of Stock,5.0
Unknown,859.0,1.2279456432932538,Unknown,49.0
Unknown,860.0,4.764904531677262,Unknown,18.0
Unknown,860.0,3.0382925191086185,In Stock,28.0
Unknown,861.0,4.73012289295349,Unknown,36.0
Unknown,863.0,3.0382925191086185,Unknown,30.0
A,866.0,3.1798056248119595,Unknown,37.0
Unknown,868.0,4.44701248149917,Unknown,5.0
Unknown,868.0,3.0382925191086185,Out of Stock,21.0
C,873.0,3.0382925191086185,In Stock,15.0
Unknown,873.0,3.0382925191086185,Out of Stock,24.516624685138538
D,875.0,2.873781117013584,Out of Stock,28.0
Unknown,875.0,3.0382925191086185,Unknown,9.0
Unknown,875.0,3.0382925191086185,Unknown,33.0
Unknown,877.0,3.959481762698795,Unknown,22.0
Unknown,878.0,3.0382925191086185,Unknown,10.0
Unknown,878.0,3.0382925191086185,Unknown,41.0
C,879.0,3.0382925191086185,Unknown,47.0
Unknown,880.0,4.883646612012302,Unknown,24.0
Unknown,882.0,3.0461031724708905,Out of Stock,11.0
A,883.0,3.0382925191086185,Out of Stock,42.0
A,887.0,3.998443339610503,Out of Stock,0.0
Unknown,889.0,3.0382925191086185,Out of Stock,45.0
C,889.0,3.0382925191086185,In Stock,26.0
Unknown,891.0,3.0382925191086185,Unknown,31.0
C,892.0,1.3146708410929242,Out of Stock,41.0
Unknown,892.0,3.0382925191086185,Out of Stock,31.0
Unknown,894.0,3.0382925191086185,Out of Stock,2.0
Unknown,894.0,3.0382925191086185,Unknown,17.0
B,906.0,2.2542244098885296,Out of Stock,25.0
C,907.0,3.0382925191086185,Out of Stock,0.0
C,907.0,3.0382925191086185,In Stock,4.0
Unknown,908.0,3.0382925191086185,Unknown,12.0
Unknown,911.0,2.488421942584248,In Stock,39.0
Unknown,913.0,1.3328083803647814,In Stock,15.0
Unknown,918.0,1.7160065833351572,Out of Stock,34.0
Unknown,922.0,3.0382925191086185,Out of Stock,24.516624685138538
Unknown,924.0,3.0382925191086185,Unknown,49.0
Unknown,925.0,4.832030707549048,Unknown,29.0
Unknown,926.0,3.0382925191086185,Out of Stock,21.0
D,934.0,4.186910590192896,Unknown,9.0
Unknown,935.0,4.572810906001735,In Stock,27.0
D,939.0,2.578323867647969,Out of Stock,42.0
A,943.0,3.0382925191086185,Out of Stock,31.0
Unknown,944.0,3.0382925191086185,In Stock,44.0
Unknown,945.0,4.128949867087271,In Stock,34.0
Unknown,947.0,3.0382925191086185,Unknown,5.0
Unknown,948.0,3.0382925191086185,Out of Stock,39.0
B,954.0,3.1230736960330745,Unknown,20.0
Unknown,965.0,1.2006326721112708,Unknown,28.0
Unknown,966.0,3.3751294751044227,Out of Stock,3.0
Unknown,968.0,3.0382925191086185,In Stock,24.516624685138538
Unknown,968.0,1.0460489719471595,In Stock,42.0
Unknown,971.0,3.0382925191086185,In Stock,37.0
Unknown,972.0,3.680316508840201,Out of Stock,27.0
Unknown,972.0,4.58130917569972,Unknown,24.516624685138538
Unknown,976.0,3.0382925191086185,Out of Stock,12.0
Unknown,978.0,3.0382925191086185,Out of Stock,7.0
D,979.0,3.0382925191086185,Unknown,27.0
D,981.0,1.999054720998516,In Stock,18.0
B,981.0,3.0382925191086185,Out of Stock,14.0
A,986.0,2.099192261401087,In Stock,37.0
Unknown,993.0,3.714865605632546,In Stock,41.0
Unknown,993.0,3.0382925191086185,Out of Stock,34.0
Unknown,997.0,4.437430898394501,In Stock,37.0
Unknown,1011.0,3.1505195801145547,Out of Stock,10.0
Unknown,1014.0,3.0382925191086185,Out of Stock,20.0
A,1022.0,4.992002328274693,In Stock,30.0
Unknown,1022.0,3.0382925191086185,Unknown,1.0
Unknown,1025.0,3.0382925191086185,In Stock,5.0
Unknown,1028.0,3.0382925191086185,Unknown,34.0
B,1029.0,4.464129272916702,Unknown,38.0
Unknown,1032.0,3.0382925191086185,Unknown,7.0
A,1034.0,3.0382925191086185,In Stock,24.516624685138538
Unknown,1035.0,4.095231037828995,Out of Stock,7.0
Unknown,1036.0,1.3912647972450225,In Stock,39.0
C,1039.0,2.9446429985805467,Out of Stock,44.0
Unknown,1044.0,3.0382925191086185,Unknown,49.0
C,1051.0,2.984321747954581,In Stock,10.0
Unknown,1054.0,3.0382925191086185,In Stock,17.0
Unknown,1055.0,2.392375890109883,Out of Stock,10.0
C,1057.0,3.0382925191086185,Out of Stock,17.0
Unknown,1061.0,4.202112381149515,Out of Stock,8.0
D,1062.0,3.0382925191086185,In Stock,40.0
Unknown,1064.0,3.0382925191086185,Unknown,14.0
Unknown,1066.0,3.0382925191086185,Out of Stock,10.0
Unknown,1072.0,3.0382925191086185,Out of Stock,23.0
D,1072.0,3.0382925191086185,Out of Stock,20.0
B,1076.0,3.472829214829641,Out of Stock,12.0
Unknown,1078.0,4.705406943730678,Unknown,23.0
D,1083.0,3.2856516321952367,Out of Stock,28.0
Unknown,1086.0,2.68062828282201,Unknown,1.0
Unknown,1086.0,3.0330069590254403,Out of Stock,12.0
Unknown,1088.0,3.0382925191086185,Unknown,27.0
Unknown,1089.0,2.4497214414497708,In Stock,6.0
A,1089.0,3.0382925191086185,Unknown,32.0
D,1090.0,3.0382925191086185,Out of Stock,40.0
B,1092.0,3.0382925191086185,Unknown,26.0
C,1094.0,3.0382925191086185,In Stock,48.0
B,1101.0,3.2450944478750494,Out of Stock,42.0
Unknown,1102.0,4.655984569752293,Out of Stock,29.0
B,1103.0,3.0382925191086185,Unknown,47.0
Unknown,1104.0,4.785500296239346,Unknown,6.0
Unknown,1109.0,3.0382925191086185,Unknown,24.516624685138538
Unknown,1112.0,3.0382925191086185,Out of Stock,1.0
Unknown,1112.0,3.0382925191086185,Out of Stock,34.0
Unknown,1112.0,3.0382925191086185,In Stock,38.0
Unknown,1121.0,3.0382925191086185,Out of Stock,27.0
Unknown,1124.0,1.2976940551116578,Unknown,29.0
Unknown,1125.0,3.0382925191086185,Unknown,17.0
C,1125.0,2.84810954028506,In Stock,40.0
Unknown,1127.0,2.869476571592778,In Stock,11.0
C,1132.0,2.043756275903754,Out of Stock,12.0
C,1134.0,2.886833030618752,In Stock,15.0
Unknown,1135.0,3.0382925191086185,In Stock,42.0
Unknown,1136.0,3.0382925191086185,Unknown,19.0
D,1136.0,3.0382925191086185,In Stock,47.0
A,1138.0,4.7438746861252925,In Stock,4.0
Unknown,1140.0,3.0382925191086185,In Stock,43.0
D,1140.0,1.4556688187098894,In Stock,38.0
Unknown,1142.0,2.259947259430098,Out of Stock,16.0
Unknown,1151.0,1.8702063409785228,Unknown,9.0
Unknown,1151.0,3.0382925191086185,Out of Stock,24.516624685138538
A,1151.0,4.488094881666713,In Stock,20.0
A,1151.0,2.947838084766442,Unknown,24.516624685138538
Unknown,1152.0,3.0382925191086185,Out of Stock,24.516624685138538
Unknown,1155.0,3.0382925191086185,In Stock,38.0
Unknown,1155.0,4.052676327219432,Unknown,30.0
D,1157.0,2.1687443152365917,Unknown,25.0
B,1160.0,3.3629090517254503,Out of Stock,33.0
Unknown,1160.0,4.232012628042476,In Stock,25.0
D,1161.0,4.874558346923607,Out of Stock,30.0
Unknown,1167.0,2.507280421717329,In Stock,47.0
D,1172.0,3.0382925191086185,Out of Stock,24.0
Unknown,1175.0,3.024834876757818,Out of Stock,5.0
Unknown,1177.0,2.801337939049694,In Stock,4.0
Unknown,1179.0,3.0382925191086185,Out of Stock,6.0
D,1183.0,2.746028971193752,Out of Stock,43.0
Unknown,1186.0,3.2146205823279583,Out of Stock,38.0
A,1188.0,2.5155349926474044,In Stock,31.0
C,1189.0,4.957681199304233,Out of Stock,34.0
Unknown,1190.0,3.0382925191086185,Out of Stock,2.0
D,1192.0,1.7728504785685453,Unknown,24.516624685138538
Unknown,1192.0,4.538779953574073,In Stock,27.0
Unknown,1193.0,3.0382925191086185,Unknown,49.0
Unknown,1197.0,1.3007193796865226,Out of Stock,24.516624685138538
D,1198.0,3.0382925191086185,In Stock,40.0
B,1202.0,3.2485700974957537,Out of Stock,39.0
Unknown,1208.0,3.0382925191086185,In Stock,41.0
Unknown,1214.0,1.4889967970912377,In Stock,4.0
Unknown,1215.0,2.382519172332373,In Stock,30.0
Unknown,1216.0,3.0382925191086185,In Stock,32.0
Unknown,1218.0,1.382636404743907,In Stock,14.0
Unknown,1220.0,4.017838531902019,Unknown,47.0
D,1222.0,3.0382925191086185,Out of Stock,49.0
B,1230.0,3.0382925191086185,In Stock,45.0
D,1230.0,3.0382925191086185,Unknown,27.0
Unknown,1235.0,1.6302229752191804,Unknown,19.0
D,1237.0,1.2792889346805976,Unknown,44.0
B,1241.0,3.7281744313784952,In Stock,9.0
Unknown,1242.0,3.037537249044934,Unknown,14.0
B,1243.0,3.0382925191086185,In Stock,45.0
Unknown,1248.0,3.0382925191086185,Out of Stock,5.0
Unknown,1248.0,2.508494358164392,Out of Stock,0.0
Unknown,1249.0,3.0382925191086185,Unknown,10.0
Unknown,1249.0,2.5597631179162104,In Stock,49.0
C,1250.0,2.805398279237349,Out of Stock,20.0
A,1251.0,3.0382925191086185,Unknown,40.0
Unknown,1253.0,3.0382925191086185,In Stock,24.0
Unknown,1253.0,3.0382925191086185,Unknown,20.0
Unknown,1254.0,1.391123811680078,In Stock,24.0
Unknown,1258.0,2.581632085681167,In Stock,29.0
C,1258.0,4.516189227185093,Out of Stock,37.0
C,1260.0,3.628810070923449,Out of Stock,43.0
D,1263.0,3.0382925191086185,In Stock,24.516624685138538
Unknown,1265.0,4.460394570640025,Unknown,7.0
Unknown,1266.0,2.258383613310184,Out of Stock,24.516624685138538
A,1269.0,3.0382925191086185,In Stock,38.0
B,1269.0,3.0382925191086185,In Stock,48.0
A,1270.0,3.0382925191086185,In Stock,41.0
C,1277.0,1.1596368501207963,Unknown,15.0
Unknown,1279.0,4.968169215602468,Out of Stock,36.0
A,1285.0,3.318983323315053,In Stock,43.0
Unknown,1286.0,3.953724457170619,Out of Stock,15.0
Unknown,1293.0,1.518004065443498,Unknown,44.0
D,1294.0,3.0382925191086185,In Stock,24.516624685138538
Unknown,1297.0,3.0382925191086185,In Stock,8.0
A,1297.0,3.0382925191086185,In Stock,36.0
Unknown,1303.0,3.0382925191086185,In Stock,4.0
Unknown,1305.0,3.0382925191086185,In Stock,34.0
Unknown,1305.0,3.0382925191086185,In Stock,38.0
Unknown,1307.0,3.0382925191086185,Out of Stock,19.0
Unknown,1307.0,3.0382925191086185,Unknown,30.0
Unknown,1315.0,2.186905605761271,Out of Stock,7.0
